"Wert"	"n"	"sum"
0.0	13	13
50.0	1	14
100.0	3	17
120.0	1	18
150.0	2	20
170.0	1	21
200.0	1	22
250.0	1	23
300.0	5	28
350.0	1	29
400.0	5	34
450.0	1	35
500.0	4	39
700.0	1	40
900.0	1	41
1000.0	1	42
1500.0	1	43
2500.0	1	44
