"Wert"	"n"	"sum"
-1.0	504	504
4.0	1	505
5.0	2	507
6.0	6	513
7.0	3	516
8.0	5	521
9.0	4	525
10.0	3	528
11.0	3	531
12.0	5	536
13.0	2	538
14.0	1	539
15.0	1	540
17.0	1	541
23.0	1	542
33.0	1	543
